Time    PM2.5    PM10    O3    CO    SO2    NO2
2015010301  86  280  8  1.17  78  99
2015010302  114  294  9  1.29  78  101
2015010303  145  259  10  1.38  86  104
2015010304  151  269  9  1.51  91  106
2015010305  139  288  8  1.29  81  106
2015010306  126  229  8  1.4  78  106
2015010307  122  206  8  1.58  82  104
2015010308  129  204  9  1.57  80  101
2015010309  131  216  13  1.55  76  93
2015010310  128  218  17  1.48  75  88
2015010311  129  216  15  1.25  61  95
2015010312  113  197  21  1.06  54  80
2015010313  99  175  27  1.04  42  77
2015010314  100  176  30  0.88  40  70
2015010315  84  154  33  0.85  40  70
2015010316  77  138  33  1.07  59  72
2015010317  55  129  27  0.98  49  82
2015010318  57  132  12  1.16  61  109
2015010319  61  155  7  1.64  61  126
2015010320  76  171  7  1.73  64  128
2015010321  88  221  7  1.06  56  118
2015010322  89  176  7  1.2  47  115
2015010323  99  191  7  1.11  41  115
2015010400  106  204  8  1.08  41  114
2015010401  -999  -999  -999  -999  -999  -999
2015010402  -999  -999  -999  -999  -999  -999
2015010403  -999  -999  -999  -999  -999  -999
2015010404  -999  -999  -999  -999  -999  -999
2015010405  -999  -999  -999  -999  -999  -999
2015010406  -999  -999  -999  -999  -999  -999
2015010407  -999  -999  -999  -999  -999  -999
2015010408  -999  -999  -999  -999  -999  -999
2015010409  -999  -999  -999  -999  -999  -999
2015010410  -999  -999  -999  -999  -999  -999
2015010411  -999  -999  -999  -999  -999  -999
2015010412  142  316  17  1.61  63  113
2015010413  109  217  26  1.38  53  91
2015010414  107  202  58  0.73  37  42
2015010415  59  105  65  0.75  34  45
2015010416  65  115  59  0.84  41  60
2015010417  82  143  58  0.92  49  67
2015010418  -999  -999  -999  -999  -999  -999
2015010419  129  224  34  1.54  63  101
2015010420  128  233  36  1.32  58  87
2015010421  129  220  34  1.02  48  90
2015010422  110  202  18  1.23  71  132
2015010423  142  249  14  1.42  72  142
2015010500  151  245  14  1.56  72  138
2015010501  145  241  17  1.49  84  128
2015010502  153  233  18  1.48  81  123
2015010503  141  208  10  1.59  78  139
2015010504  143  232  9  1.53  81  146
2015010505  156  222  9  1.53  84  146
2015010506  161  233  9  1.62  88  143
2015010507  166  245  10  1.83  91  142
2015010508  173  247  10  1.94  85  138
2015010509  177  261  10  2.04  82  134
2015010510  166  254  10  1.82  62  127
2015010511  136  241  17  1.44  61  105
2015010512  134  211  14  1.52  59  124
2015010513  141  226  13  1.74  56  136
2015010514  150  236  11  2.15  75  148
2015010515  -999  -999  -999  -999  -999  -999
2015010516  -999  -999  -999  -999  -999  -999
2015010517  160  319  6  2.29  73  144
2015010518  151  286  6  1.78  59  123
2015010519  167  289  7  2.58  74  118
2015010520  195  296  7  2.55  78  113
2015010521  202  308  8  2.38  72  99
2015010522  227  336  8  2.44  79  93
2015010523  241  343  9  2.83  94  91
2015010600  274  376  9  3.12  91  90
2015010601  280  414  9  2.65  69  90
2015010602  286  404  9  2.47  50  85
2015010603  268  385  9  2.11  44  75
2015010604  246  332  9  2.02  54  67
2015010605  236  332  26  1.25  39  33
2015010606  128  173  34  0.96  34  21
2015010607  95  130  29  1.07  31  24
2015010608  98  123  23  1.16  31  31
2015010609  100  131  19  0.92  20  30
2015010610  -999  -999  -999  -999  -999  -999
2015010611  24  57  26  0.48  14  23
2015010612  -999  -999  -999  -999  -999  -999
2015010613  18  75  28  0.42  15  24
2015010614  18  79  28  0.46  15  25
2015010615  22  84  30  0.55  15  24
2015010616  18  86  29  0.57  15  30
2015010617  20  85  29  0.52  14  31
2015010618  20  86  31  0.42  11  29
2015010619  20  83  32  0.45  12  24
2015010620  27  83  29  0.47  13  28
2015010621  26  87  25  0.46  13  34
2015010622  26  92  27  0.41  12  28
2015010623  19  85  29  0.46  13  29
2015010700  20  74  27  0.45  14  28
2015010701  26  70  23  0.44  13  32
2015010702  20  71  25  0.47  14  29
2015010703  22  78  23  0.54  17  32
2015010704  25  74  21  0.55  17  33
2015010705  29  71  22  0.59  19  33
2015010706  25  70  22  0.55  18  36
2015010707  29  66  17  0.63  21  43
2015010708  31  78  7  0.72  19  65
2015010709  27  81  11  0.67  21  56
2015010710  35  90  18  0.72  45  53
2015010711  45  123  18  1.53  60  62
2015010712  72  157  22  1.81  55  58
2015010713  65  147  26  1.39  51  49
2015010714  64  134  43  0.61  32  30
2015010715  57  115  47  0.66  40  30
2015010716  73  139  46  0.77  41  36
2015010717  75  140  40  0.83  39  46
2015010718  75  143  17  0.97  43  83
2015010719  70  145  9  0.74  31  97
2015010720  60  132  5  0.73  28  101
2015010721  60  143  5  0.71  28  96
2015010722  70  149  5  0.73  25  93
2015010723  71  140  5  0.82  24  91
2015010800  78  139  5  0.91  20  92
2015010801  85  146  5  0.85  17  91
2015010802  79  141  5  0.85  21  90
2015010803  81  152  6  0.84  38  92
2015010804  94  155  6  0.92  35  91
2015010805  88  149  6  0.99  26  87
2015010806  92  158  6  1.08  8  86
2015010807  83  224  6  1.07  9  86
2015010808  83  234  6  1.29  9  92
2015010809  84  238  6  1.99  11  109
2015010810  92  226  8  1.35  38  106
2015010811  108  216  13  1.31  70  107
2015010812  115  209  26  1.01  66  81
2015010813  100  187  47  0.86  64  49
2015010814  96  171  42  1.67  89  98
2015010815  164  282  36  1.93  92  91
2015010816  150  250  38  1.96  86  81
2015010817  123  216  38  1.48  65  75
2015010818  -999  -999  -999  -999  -999  -999
2015010819  108  203  9  1.42  42  129
2015010820  105  195  7  1.66  34  144
2015010821  -999  -999  -999  -999  -999  -999
2015010822  -999  -999  -999  -999  -999  -999
2015010823  126  265  8  1.93  34  133
2015010900  137  265  8  1.91  34  125
2015010901  128  260  8  1.88  34  119
2015010902  127  241  7  1.72  29  114
2015010903  122  237  7  1.69  26  109
2015010904  121  228  7  1.66  24  104
2015010905  122  225  7  1.66  22  99
2015010906  121  228  7  1.68  35  99
2015010907  122  217  7  1.75  45  98
2015010908  122  221  7  2.12  48  102
2015010909  125  229  8  2.36  52  110
2015010910  133  262  9  2.69  95  115
2015010911  146  270  12  3.31  170  121
2015010912  170  317  14  2.83  134  129
2015010913  157  285  30  1.91  79  100
2015010914  123  224  60  1.01  38  41
2015010915  83  163  58  0.96  44  49
2015010916  94  167  57  0.95  44  51
2015010917  94  179  52  1.01  47  66
2015010918  97  176  15  1.26  43  135
2015010919  113  203  7  1.54  43  155
2015010920  -999  -999  -999  -999  -999  -999
2015010921  -999  -999  -999  -999  -999  -999
2015010922  -999  -999  -999  -999  -999  -999
2015010923  -999  -999  -999  -999  -999  -999
2015011000  -999  -999  -999  -999  -999  -999
2015011001  -999  -999  -999  -999  -999  -999
2015011002  -999  -999  -999  -999  -999  -999
2015011003  -999  -999  -999  -999  -999  -999
2015011004  -999  -999  -999  -999  -999  -999
2015011005  -999  -999  -999  -999  -999  -999
2015011006  121  212  7  1.99  24  124
2015011007  120  217  7  1.96  20  118
2015011008  122  214  7  2  26  116
2015011009  121  224  8  2.19  19  132
2015011010  136  250  9  2.24  25  145
2015011011  156  276  10  2.12  34  143
2015011012  156  297  18  1.85  58  122
2015011013  150  273  41  1.75  102  85
2015011014  142  248  45  1.55  75  85
2015011015  121  206  48  1.41  51  77
2015011016  97  176  59  1.17  40  60
2015011017  72  134  48  1.25  46  81
2015011018  72  144  26  1.41  41  120
2015011019  83  153  11  1.53  51  150
2015011020  96  185  7  1.81  59  164
2015011021  111  214  7  1.63  52  156
2015011022  102  195  8  1.62  57  150
2015011023  103  194  6  1.58  46  152
2015011100  95  181  7  1.69  45  146
2015011101  112  202  6  1.76  55  142
2015011102  103  182  6  1.76  45  135
2015011103  103  184  6  1.73  49  134
2015011104  109  186  6  1.75  47  128
2015011105  -999  -999  -999  -999  -999  -999
2015011106  111  193  7  1.95  41  118
2015011107  112  197  6  1.96  35  110
2015011108  110  193  7  2.25  41  108
2015011109  123  206  8  2.55  59  122
2015011110  133  238  10  2.82  83  151
2015011111  156  284  12  2.48  75  150
2015011112  146  279  27  1.7  89  116
2015011113  121  200  50  1.47  60  84
2015011114  109  179  66  0.98  40  52
2015011115  76  128  68  0.81  28  50
2015011116  71  126  83  0.68  29  40
2015011117  75  133  71  0.77  25  43
2015011118  101  173  51  0.96  26  69
2015011119  111  191  40  1.05  30  81
2015011120  134  226  38  1.34  61  84
2015011121  183  306  26  1.85  74  92
2015011122  246  400  20  2.01  41  77
2015011123  197  326  20  1.29  26  58
2015011200  85  159  16  0.87  24  55
2015011201  48  100  21  0.55  22  41
2015011202  18  62  21  0.47  27  38
2015011203  20  62  12  0.46  32  53
2015011204  22  65  13  0.42  29  51
2015011205  27  64  10  0.41  35  56
2015011206  26  69  13  0.4  39  50
2015011207  34  65  13  0.38  41  49
2015011208  25  57  12  0.41  37  55
2015011209  25  56  13  0.47  33  56
2015011210  27  83  18  0.5  32  49
2015011211  36  84  29  0.45  25  33
2015011212  -999  -999  -999  -999  -999  -999
2015011213  26  59  40  0.41  18  23
2015011214  27  66  42  0.4  16  23
2015011215  31  69  42  0.45  18  26
2015011216  40  80  35  0.47  19  38
2015011217  48  93  30  0.48  19  46
2015011218  53  98  18  0.52  20  66
2015011219  -999  -999  -999  -999  -999  -999
2015011220  -999  -999  -999  -999  -999  -999
2015011221  -999  -999  -999  -999  -999  -999
2015011222  33  87  17  0.4  22  53
2015011223  29  80  21  0.4  25  45
2015011300  27  78  29  0.38  22  31
2015011301  22  63  29  0.44  18  32
2015011302  18  67  26  0.62  25  38
2015011303  26  74  24  0.59  28  40
2015011304  25  68  23  0.65  34  38
2015011305  26  69  23  0.62  32  38
2015011306  28  84  24  0.58  28  36
2015011307  23  66  24  0.73  35  37
2015011308  26  55  18  0.86  39  48
2015011309  31  76  16  0.81  43  54
2015011310  33  80  20  0.68  41  46
2015011311  30  71  15  0.69  41  61
2015011312  36  93  11  0.56  26  68
2015011313  42  87  9  0.58  18  71
2015011314  50  90  8  0.59  17  73
2015011315  53  91  9  0.62  16  73
2015011316  61  84  11  0.84  14  76
2015011317  64  90  6  0.58  10  79
2015011318  70  90  5  0.57  7  79
2015011319  67  80  3  0.63  7  79
2015011320  66  89  3  0.62  8  81
2015011321  67  79  2  0.6  7  79
2015011322  63  78  3  0.55  4  74
2015011323  58  71  5  0.42  14  69
2015011400  50  60  10  0.38  11  63
2015011401  44  49  8  0.36  9  66
2015011402  29  38  27  0.34  7  38
2015011403  30  39  14  0.41  10  57
2015011404  31  43  14  0.39  8  52
2015011405  36  45  22  0.4  5  45
2015011406  28  44  27  0.45  2  39
2015011407  36  40  17  0.58  9  48
2015011408  43  58  17  0.59  7  49
2015011409  50  60  14  0.54  9  54
2015011410  38  52  16  0.46  6  51
2015011411  -999  -999  -999  -999  -999  -999
2015011412  33  43  34  0.37  6  43
2015011413  27  34  43  0.31  3  33
2015011414  20  34  40  0.32  8  43
2015011415  36  46  32  0.37  5  52
2015011416  45  67  32  0.4  7  50
2015011417  56  71  24  0.49  7  55
2015011418  71  89  9  0.66  9  68
2015011419  67  88  10  0.5  7  68
2015011420  64  90  3  0.53  12  75
2015011421  62  96  7  0.52  8  73
2015011422  62  86  3  0.55  8  74
2015011423  61  81  2  0.86  9  72
2015011500  60  90  2  0.94  14  70
2015011501  60  92  4  0.87  10  65
2015011502  53  71  4  0.65  10  62
2015011503  57  76  7  0.5  11  60
2015011504  48  64  42  0.35  5  30
2015011505  40  52  56  0.28  4  21
2015011506  33  38  50  0.28  6  30
2015011507  29  37  52  0.29  3  32
2015011508  28  38  48  0.3  4  39
2015011509  34  44  39  0.32  3  53
2015011510  34  50  30  0.34  4  61
2015011511  35  63  29  0.53  8  63
2015011512  -999  -999  -999  -999  -999  -999
2015011513  60  79  36  0.51  9  50
2015011514  56  79  42  0.55  8  46
2015011515  60  85  49  0.43  9  40
2015011516  61  90  36  0.62  10  55
2015011517  77  102  25  0.87  7  65
2015011518  103  123  12  1.39  7  81
2015011519  109  135  8  1.63  10  84
2015011520  108  140  14  1.39  13  77
2015011521  101  119  8  1.1  6  84
2015011522  95  126  4  0.91  4  86
2015011523  92  120  3  0.83  5  86
2015011600  89  139  3  0.85  7  86
2015011601  86  120  3  0.66  8  83
2015011602  78  110  9  0.55  6  75
2015011603  79  104  4  0.63  7  77
2015011604  80  110  3  0.69  6  75
2015011605  83  117  3  0.6  7  73
2015011606  82  112  3  0.58  6  73
2015011607  85  107  3  0.64  8  71
2015011608  86  117  3  0.87  13  72
2015011609  91  134  4  0.94  23  72
2015011610  98  134  9  0.72  21  66
2015011611  98  141  23  0.7  19  56
2015011612  101  131  50  0.74  20  37
2015011613  109  150  68  0.81  27  30
2015011614  133  167  65  1  36  35
2015011615  153  205  60  1.17  39  43
2015011616  -999  -999  -999  -999  -999  -999
2015011617  201  253  67  1.28  40  51
2015011618  186  243  40  1.23  34  82
2015011619  183  253  10  1.22  28  118
2015011620  -999  -999  -999  -999  -999  -999
2015011621  190  258  5  1.37  44  121
2015011622  197  268  18  1.3  49  111
2015011623  194  259  46  1.08  53  67
2015011700  194  261  48  1.2  69  50
2015011701  218  272  47  1.14  42  44
2015011702  178  247  29  1.46  38  52
2015011703  244  317  35  1.38  31  37
2015011704  205  252  35  1.26  29  36
2015011705  169  215  22  1.17  27  51
2015011706  142  195  17  1.02  22  56
2015011707  119  167  14  0.92  23  60
2015011708  97  153  18  0.93  26  56
2015011709  86  140  35  1.07  29  38
2015011710  87  135  41  1.13  29  41
2015011711  85  123  59  1.07  27  30
2015011712  78  122  67  1.01  23  30
2015011713  75  124  70  0.94  22  34
2015011714  76  124  75  0.87  25  35
2015011715  69  121  74  0.84  26  42
2015011716  63  98  68  0.83  31  54
2015011717  72  115  59  0.72  26  59
2015011718  76  122  46  0.65  29  69
2015011719  79  131  31  0.69  40  78
2015011720  92  140  38  0.68  37  66
2015011721  95  142  32  0.67  29  63
2015011722  102  140  24  0.63  19  65
2015011723  93  126  10  0.75  29  70
2015011800  -999  -999  -999  -999  -999  -999
2015011801  -999  -999  -999  -999  -999  -999
2015011802  -999  -999  -999  -999  -999  -999
2015011803  79  116  5  0.69  34  72
2015011804  73  109  6  0.65  34  69
2015011805  72  108  4  0.67  32  69
2015011806  73  101  5  0.71  35  68
2015011807  81  122  3  0.79  37  70
2015011808  86  121  4  0.81  27  70
2015011809  90  139  7  0.94  34  67
2015011810  96  143  9  1.26  44  71
2015011811  106  163  15  1.84  51  78
2015011812  133  196  51  1.16  38  59
2015011813  127  172  80  1.1  38  45
2015011814  115  169  88  1.02  30  44
2015011815  120  181  102  0.91  25  41
2015011816  111  173  115  0.69  22  33
2015011817  83  148  118  0.56  17  32
2015011818  68  148  98  0.61  18  47
2015011819  -999  -999  -999  -999  -999  -999
2015011820  74  137  68  0.68  16  68
2015011821  76  141  54  0.61  16  76
2015011822  69  136  30  0.64  14  105
2015011823  66  132  3  0.69  15  120
2015011900  -999  -999  -999  -999  -999  -999
2015011901  56  129  33  0.48  13  76
2015011902  49  122  31  0.47  13  69
2015011903  53  131  10  0.49  15  97
2015011904  47  135  4  0.52  16  96
2015011905  46  139  3  0.7  10  95
2015011906  65  160  3  0.84  9  92
2015011907  73  172  3  1.01  15  91
2015011908  94  174  4  1.52  22  91
2015011909  104  188  5  1.8  29  98
2015011910  136  234  6  1.99  31  108
2015011911  129  240  20  1.05  40  85
2015011912  84  231  41  0.65  36  65
2015011913  66  216  66  0.47  29  46
2015011914  44  170  79  0.47  29  39
2015011915  40  164  78  0.47  29  47
2015011916  44  172  60  0.47  35  62
2015011917  46  180  46  0.44  44  73
2015011918  42  172  17  0.49  51  104
2015011919  48  174  4  0.61  58  111
2015011920  59  196  7  0.62  49  104
2015011921  65  213  16  0.62  49  94
2015011922  62  194  22  0.61  47  88
2015011923  63  176  18  0.74  52  97
2015012000  65  172  37  1.09  42  68
2015012001  88  189  16  1.01  57  94
2015012002  109  228  5  1.27  71  103
2015012003  109  221  4  1.31  65  100
2015012004  99  212  4  1.22  61  98
2015012005  93  204  6  1.22  59  92
2015012006  90  195  4  1.22  54  93
2015012007  93  187  3  1.3  48  90
2015012008  96  179  7  1.35  42  85
2015012009  85  173  22  1.24  38  72
2015012010  92  180  41  1.05  32  57
2015012011  93  193  61  0.84  28  46
2015012012  70  164  81  0.75  27  37
2015012013  58  143  93  0.69  26  35
2015012014  52  132  100  0.64  26  34
2015012015  59  128  105  0.6  30  38
2015012016  59  133  95  0.63  29  47
2015012017  67  140  78  0.68  28  61
2015012018  71  148  61  0.73  28  71
2015012019  80  155  47  0.73  26  77
2015012020  79  162  38  0.73  31  77
2015012021  84  169  41  0.79  34  70
2015012022  87  164  25  0.94  38  83
2015012023  90  179  6  1.02  39  103
2015012100  89  184  3  1.02  34  101
2015012101  92  172  3  1.13  35  100
2015012102  91  197  3  1.1  33  102
2015012103  107  276  3  1.1  35  102
2015012104  112  251  4  1.08  43  96
2015012105  104  196  3  1.2  44  92
2015012106  105  196  4  1.32  43  89
2015012107  109  193  4  1.27  39  87
2015012108  107  192  4  1.37  37  88
2015012109  119  203  6  1.48  30  93
2015012110  119  211  15  1.14  31  81
2015012111  116  200  26  1.09  36  68
2015012112  119  202  43  1.09  45  59
2015012113  150  240  68  1.1  39  47
2015012114  170  266  82  1.13  34  43
2015012115  174  272  82  1.27  33  50
2015012116  207  309  71  1.84  40  68
2015012117  235  394  36  2.13  43  87
2015012118  239  354  23  1.35  19  66
2015012119  193  266  38  1.35  28  53
2015012120  -999  -999  -999  -999  -999  -999
2015012121  121  149  48  0.97  33  43
2015012122  124  147  36  0.95  44  48
2015012123  114  142  15  1  45  69
2015012200  112  150  8  1.57  54  81
2015012201  134  182  6  2.18  68  79
2015012202  162  207  7  2.01  74  71
2015012203  159  202  4  2.02  67  69
2015012204  158  217  3  1.87  42  68
2015012205  165  226  3  1.7  35  66
2015012206  161  218  3  1.71  58  63
2015012207  157  196  3  1.88  44  64
2015012208  152  195  4  1.78  40  61
2015012209  144  191  10  1.39  33  55
2015012210  125  163  16  1.28  35  51
2015012211  125  158  30  1.31  45  50
2015012212  133  167  37  1.35  48  58
2015012213  154  195  39  2.66  66  68
2015012214  191  248  54  2.29  51  57
2015012215  148  191  61  1.87  57  56
2015012216  138  183  65  1.71  44  58
2015012217  133  178  66  1.54  41  60
2015012218  132  178  55  1.31  36  72
2015012219  128  174  16  1.16  24  97
2015012220  130  178  17  1.01  21  81
2015012221  114  153  9  0.97  17  84
2015012222  115  171  3  1.01  21  87
2015012223  120  182  3  1.04  28  85
2015012300  122  192  3  1  28  79
2015012301  -999  -999  -999  -999  -999  -999
2015012302  -999  -999  -999  -999  -999  -999
2015012303  112  163  3  1.02  38  71
2015012304  117  154  4  1.07  46  69
2015012305  123  171  3  1.14  51  71
2015012306  139  199  4  1.46  54  74
2015012307  140  186  3  1.91  48  73
2015012308  148  189  5  1.86  49  75
2015012309  159  210  11  1.71  52  73
2015012310  177  244  20  1.64  54  74
2015012311  184  229  36  1.49  46  70
2015012312  -999  -999  -999  -999  -999  -999
2015012313  130  160  74  0.97  33  49
2015012314  103  133  75  0.96  34  56
2015012315  -999  -999  -999  -999  -999  -999
2015012316  134  178  30  1  32  65
2015012317  133  176  33  1.01  34  67
2015012318  140  172  36  1.26  38  77
2015012319  171  209  37  1.31  39  82
2015012320  182  237  40  1.4  35  75
2015012321  197  253  44  1.42  40  65
2015012322  203  256  42  1.42  46  64
2015012323  194  251  37  1.44  51  67
2015012400  -999  -999  -999  -999  -999  -999
2015012401  -999  -999  -999  -999  -999  -999
2015012402  -999  -999  -999  -999  -999  -999
2015012403  -999  -999  -999  -999  -999  -999
2015012404  206  264  14  1.34  43  81
2015012405  195  238  14  1.24  40  74
2015012406  174  222  12  1.22  38  77
2015012407  175  216  12  1.28  37  76
2015012408  169  221  12  1.39  38  73
2015012409  169  209  14  1.5  36  72
2015012410  166  215  18  1.61  44  76
2015012411  174  227  19  1.74  52  87
2015012412  178  246  18  1.85  50  100
2015012413  202  302  21  1.99  66  104
2015012414  217  317  24  2.12  89  116
2015012415  232  349  24  2.26  89  137
2015012416  -999  -999  -999  -999  -999  -999
2015012417  290  421  23  2.2  59  155
2015012418  316  447  23  2.26  55  156
2015012419  326  472  22  2.29  81  174
2015012420  291  397  27  2.01  76  152
2015012421  258  343  29  1.75  61  131
2015012422  221  296  33  1.73  53  116
2015012423  206  280  33  1.86  49  112
2015012500  209  275  22  1.8  46  122
2015012501  204  453  19  1.7  45  118
2015012502  208  273  18  1.64  40  116
2015012503  201  285  20  1.48  40  94
2015012504  196  261  24  1.51  47  88
2015012505  199  260  24  1.79  42  92
2015012506  198  243  20  2.02  25  104
2015012507  222  263  19  2.2  26  104
2015012508  244  303  21  2.43  37  70
2015012509  267  327  19  2.78  31  54
2015012510  227  272  17  1.84  18  49
2015012511  205  232  17  1.04  9  45
2015012512  169  190  17  1.05  12  43
2015012513  145  180  17  1.05  10  42
2015012514  138  161  14  1.75  18  53
2015012515  155  196  16  2.21  23  56
2015012516  200  248  17  2.17  25  60
2015012517  217  280  15  2.71  28  66
2015012518  239  290  15  3.32  27  68
2015012519  246  300  16  2.05  12  65
2015012520  255  325  16  1.8  11  63
2015012521  248  325  14  1.63  14  61
2015012522  222  297  14  1.59  16  59
2015012523  216  283  15  1.52  14  56
2015012600  204  260  15  1.74  12  50
2015012601  232  292  16  2.1  14  51
2015012602  257  324  16  1.58  15  48
2015012603  248  299  16  1.73  15  50
2015012604  251  310  16  1.79  15  52
2015012605  250  306  16  1.98  19  59
2015012606  260  323  15  2.12  22  62
2015012607  266  324  16  2.15  21  63
2015012608  267  331  17  2.17  19  63
2015012609  274  338  17  2.12  14  59
2015012610  276  358  18  2.09  23  59
2015012611  287  385  17  2.13  21  60
2015012612  278  387  17  2.06  14  62
2015012613  263  345  18  2.07  15  66
2015012614  -999  -999  -999  -999  -999  -999
2015012615  252  321  28  1.93  16  70
2015012616  218  267  20  1.95  19  79
2015012617  195  240  34  1.58  19  75
2015012618  156  187  24  1.5  14  74
2015012619  145  182  17  1.47  11  82
2015012620  135  181  14  1.57  12  74
2015012621  173  238  15  1.66  12  67
2015012622  -999  -999  -999  -999  -999  -999
2015012623  186  225  44  1.38  20  34
2015012700  177  203  46  1.29  16  31
2015012701  182  209  59  1.29  26  26
2015012702  156  183  67  1.31  33  21
2015012703  160  171  72  1.38  28  20
2015012704  151  167  73  1.11  15  18
2015012705  126  141  68  0.99  15  22
2015012706  132  160  72  0.99  14  14
2015012707  135  170  62  1.2  19  19
2015012708  156  200  45  1.45  18  32
2015012709  140  166  38  1.39  16  32
2015012710  109  132  46  0.62  7  22
2015012711  54  84  51  0.27  6  21
2015012712  27  56  82  -999  6  21
2015012713  22  40  53  0.29  6  18
2015012714  15  40  51  0.31  5  21
2015012715  13  36  49  0.34  6  22
2015012716  23  45  43  0.37  3  28
2015012717  26  43  31  0.39  5  40
2015012718  36  49  13  0.41  4  67
2015012719  27  50  16  0.43  6  61
2015012720  30  51  28  0.38  7  42
2015012721  23  47  41  0.35  7  28
2015012722  16  41  44  0.34  10  25
2015012723  17  42  43  0.36  12  27
2015012800  16  46  47  0.41  11  25
2015012801  15  42  48  0.41  8  20
2015012802  19  46  46  0.54  11  19
2015012803  23  55  47  0.48  9  19
2015012804  30  47  46  0.43  8  18
2015012805  28  46  45  0.49  10  18
2015012806  38  53  41  0.49  8  25
2015012807  36  45  29  0.51  11  34
2015012808  42  60  21  0.5  11  40
2015012809  50  65  35  0.45  8  28
2015012810  42  48  36  0.45  9  28
2015012811  34  59  40  0.46  9  28
2015012812  35  51  43  0.43  11  30
2015012813  27  47  41  0.39  8  33
2015012814  25  52  39  0.4  6  35
2015012815  -999  -999  -999  -999  -999  -999
2015012816  42  68  37  0.42  5  37
2015012817  41  63  25  0.44  7  50
2015012818  40  65  25  0.47  12  49
2015012819  37  60  20  0.49  6  50
2015012820  38  57  10  0.5  1  61
2015012821  39  48  20  0.46  3  47
2015012822  45  51  26  0.45  2  40
2015012823  39  43  18  0.44  5  46
2015012900  41  43  32  0.39  3  34
2015012901  30  -999  38  0.37  3  29
2015012902  25  26  46  0.37  2  22
2015012903  -999  -999  -999  -999  -999  -999
2015012904  -999  -999  -999  -999  -999  -999
2015012905  19  20  48  0.37  5  25
2015012906  20  27  50  0.35  7  23
2015012907  16  22  41  0.39  5  32
2015012908  23  29  41  0.41  7  34
2015012909  17  29  44  0.41  9  30
2015012910  21  34  33  0.44  6  41
2015012911  26  34  39  0.43  5  34
2015012912  25  30  38  0.47  4  35
2015012913  27  36  41  0.51  5  34
2015012914  29  35  33  0.48  6  41
2015012915  26  40  37  0.45  7  38
2015012916  28  42  38  0.51  5  50
2015012917  29  -999  37  0.46  7  47
2015012918  36  40  27  0.5  11  61
2015012919  38  54  27  0.6  10  57
2015012920  42  53  28  0.57  8  53
2015012921  50  59  42  0.55  7  34
2015012922  45  56  20  0.64  15  57
2015012923  49  65  34  0.51  15  50
2015013000  47  48  34  0.5  10  45
2015013001  43  52  43  0.52  8  35
2015013002  51  56  42  0.49  9  26
2015013003  59  62  40  0.52  9  28
2015013004  61  66  22  0.6  16  43
2015013005  85  101  27  0.65  7  47
2015013006  66  81  20  0.75  7  50
2015013007  77  96  19  0.73  23  45
2015013008  76  91  10  0.83  32  54
2015013009  95  124  18  0.76  33  45
2015013010  95  114  23  0.8  49  47
2015013011  121  145  28  0.84  46  44
2015013012  132  151  35  0.95  50  44
2015013013  149  171  41  1.04  52  51
2015013014  -999  -999  -999  -999  -999  -999
2015013015  167  202  51  1.12  53  48
2015013016  153  191  55  1.05  43  48
2015013017  150  181  57  1.03  36  54
2015013018  137  167  34  1.03  32  77
2015013019  136  170  15  0.87  28  92
