Time    PM2.5    PM10    O3    CO    SO2    NO2
2017010100  -999  -999  22  1.8  17  116
2017010101  -999  -999  -999  -999  -999  -999
2017010102  -999  -999  -999  -999  -999  -999
2017010103  102  195  24  1.7  25  114
2017010104  -999  -999  -999  -999  -999  -999
2017010105  -999  -999  -999  -999  -999  -999
2017010106  -999  -999  -999  -999  -999  -999
2017010107  -999  -999  -999  -999  -999  -999
2017010108  108  193  41  1.9  27  103
2017010109  108  179  41  2  25  100
2017010110  118  186  40  2  23  104
2017010111  115  145  39  1.6  24  80
2017010112  80  152  40  1.5  22  74
2017010113  -999  -999  -999  -999  -999  -999
2017010114  -999  -999  -999  -999  -999  -999
2017010115  80  162  57  1.4  17  72
2017010116  88  166  58  1.4  17  89
2017010117  -999  -999  -999  -999  -999  -999
2017010118  -999  -999  -999  -999  -999  -999
2017010119  113  194  41  1.5  13  124
2017010120  -999  -999  -999  -999  -999  -999
2017010121  110  190  39  1.5  16  122
2017010122  109  180  38  1.4  21  113
2017010123  -999  -999  -999  -999  -999  -999
2017010200  -999  -999  -999  -999  -999  -999
2017010201  -999  -999  -999  -999  -999  -999
2017010202  -999  -999  -999  -999  -999  -999
2017010203  116  206  37  1.8  25  129
2017010204  -999  -999  -999  -999  -999  -999
2017010205  -999  -999  -999  -999  -999  -999
2017010206  -999  -999  -999  -999  -999  -999
2017010207  -999  -999  -999  -999  -999  -999
2017010208  -999  -999  -999  -999  -999  -999
2017010209  100  168  32  1.7  26  66
2017010210  88  152  34  1.5  20  62
2017010211  85  139  33  1.2  19  53
2017010212  78  110  35  1  12  35
2017010213  58  99  37  1  14  33
2017010214  58  99  39  1  12  38
2017010215  61  97  41  1  13  34
2017010216  55  95  43  1.1  15  42
2017010217  63  120  42  1.1  12  48
2017010218  62  137  40  1.2  13  88
2017010219  75  137  33  1.3  12  121
2017010220  85  153  34  1.3  14  132
2017010221  73  154  34  1.4  19  143
2017010222  81  149  33  1.5  17  137
2017010223  82  153  31  1.7  18  128
2017010300  95  173  32  1.7  16  128
2017010301  91  161  33  1.7  14  120
2017010302  -999  -999  -999  -999  -999  -999
2017010303  93  174  31  2  17  101
2017010304  -999  -999  -999  -999  -999  -999
2017010305  -999  -999  -999  -999  -999  -999
2017010306  -999  174  32  1.9  17  82
2017010307  -999  159  32  1.9  15  75
2017010308  -999  -999  -999  -999  -999  -999
2017010309  -999  -999  -999  -999  -999  -999
2017010310  -999  207  36  2.6  46  72
2017010311  -999  232  41  3  39  56
2017010312  91  159  96  1.9  29  40
2017010313  76  140  115  1.9  24  30
2017010314  49  95  119  1.7  19  27
2017010315  69  127  118  1.9  20  36
2017010316  69  138  111  2.1  24  46
2017010317  107  138  65  2.1  31  100
2017010318  107  197  42  1.7  22  108
2017010319  84  152  33  2.1  38  121
2017010320  103  192  47  2.5  43  108
2017010321  133  229  21  2.5  36  122
2017010322  160  262  17  2.6  30  125
2017010323  162  272  16  2.7  26  126
2017010400  160  265  16  2.7  23  122
2017010401  156  256  16  2.6  20  115
2017010402  -999  -999  -999  -999  -999  -999
2017010403  136  221  16  2.7  20  108
2017010404  -999  -999  -999  -999  -999  -999
2017010405  160  289  16  3  19  101
2017010406  159  276  16  3  16  96
2017010407  -999  -999  -999  -999  -999  -999
2017010408  -999  -999  -999  -999  -999  -999
2017010409  185  332  20  2.6  32  78
2017010410  185  315  24  2.6  55  80
2017010411  192  306  28  2.5  72  84
2017010412  181  294  31  2.4  84  89
2017010413  196  306  38  2.4  74  90
2017010414  184  300  41  2.3  43  89
2017010415  149  254  46  2.1  36  93
2017010416  124  229  46  1.9  34  95
2017010417  124  229  45  1.9  47  95
2017010418  116  214  41  2  38  98
2017010419  100  169  25  2.1  19  98
2017010420  91  158  13  1.9  21  95
2017010421  89  153  11  1.8  17  93
2017010422  80  137  12  1.5  17  92
2017010423  70  117  12  1.5  19  88
2017010500  66  100  12  1.5  12  84
2017010501  61  87  11  1.5  9  79
2017010502  51  81  15  1.5  15  66
2017010503  28  56  26  1.4  15  51
2017010504  25  43  26  1.3  16  51
2017010505  25  28  32  1.3  8  45
2017010506  6  21  45  1.2  11  33
2017010507  10  31  46  1.1  11  41
2017010508  10  23  49  1.1  9  48
2017010509  -999  -999  -999  -999  -999  -999
2017010510  10  42  53  1  11  52
2017010511  20  34  60  1  15  46
2017010512  20  34  33  1  15  48
2017010513  16  42  67  1  12  42
2017010514  -999  -999  -999  -999  -999  -999
2017010515  -999  -999  -999  -999  -999  -999
2017010516  29  50  78  1  9  43
2017010517  10  25  66  0.8  9  44
2017010518  6  21  62  0.7  8  41
2017010519  5  17  67  0.7  5  34
2017010520  5  20  64  0.7  8  39
2017010521  4  13  64  0.7  6  33
2017010522  4  16  57  0.7  7  35
2017010523  4  21  60  0.6  6  30
2017010600  6  21  64  0.6  6  25
2017010601  8  23  61  0.6  6  26
2017010602  -999  -999  -999  -999  -999  -999
2017010603  -999  -999  -999  -999  -999  -999
2017010604  -999  -999  -999  -999  -999  -999
2017010605  -999  -999  -999  -999  -999  -999
2017010606  -999  -999  -999  -999  -999  -999
2017010607  2  23  59  0.7  8  31
2017010608  4  16  57  0.7  8  30
2017010609  10  30  43  0.8  8  42
2017010610  17  41  41  0.8  8  45
2017010611  17  35  44  0.8  10  42
2017010612  16  49  36  0.9  8  49
2017010613  19  38  22  1  9  62
2017010614  17  35  18  1  9  64
2017010615  -999  -999  -999  -999  -999  -999
2017010616  8  18  18  0.9  6  65
2017010617  8  23  11  1  7  72
2017010618  8  23  7  1  7  75
2017010619  8  22  8  0.9  8  70
2017010620  8  25  10  0.9  6  65
2017010621  15  25  10  0.9  8  63
2017010622  8  27  8  0.9  9  63
2017010623  6  30  7  0.9  11  63
2017010700  7  21  6  1  12  63
2017010701  5  20  6  1  12  62
2017010702  5  20  6  1  12  63
2017010703  -999  -999  -999  -999  -999  -999
2017010704  -999  -999  -999  -999  -999  -999
2017010705  -999  -999  -999  -999  -999  -999
2017010706  -999  -999  -999  -999  -999  -999
2017010707  -999  -999  -999  -999  -999  -999
2017010708  -999  -999  -999  -999  -999  -999
2017010709  -999  -999  -999  -999  -999  -999
2017010710  2  23  12  1.1  13  60
2017010711  3  10  8  1.1  8  52
2017010712  3  13  11  1  12  46
2017010713  -999  7  15  1  9  42
2017010714  -999  19  18  1.1  5  39
2017010715  -999  27  19  1.2  5  41
2017010716  21  33  13  1.3  8  52
2017010717  26  41  10  1.4  8  58
2017010718  33  48  12  1.3  7  55
2017010719  37  49  13  1.3  7  57
2017010720  51  75  10  1.8  8  65
2017010721  57  103  9  2  6  66
2017010722  58  80  8  2  8  68
2017010723  54  81  9  1.9  4  62
2017010800  49  76  13  1.6  9  54
2017010801  50  91  14  1.7  10  56
2017010802  55  104  15  1.8  10  56
2017010803  68  133  18  1.7  13  50
2017010804  75  122  24  1.6  8  42
2017010805  72  121  22  1.6  12  42
2017010806  70  113  20  1.7  12  44
2017010807  80  118  15  1.8  14  49
2017010808  -999  -999  -999  -999  -999  -999
2017010809  63  93  17  1.6  14  45
2017010810  61  107  16  1.9  22  49
2017010811  57  99  18  1.9  20  49
2017010812  -999  -999  -999  -999  -999  -999
2017010813  -999  -999  -999  -999  -999  -999
2017010814  -999  -999  -999  -999  -999  -999
2017010815  -999  -999  -999  -999  -999  -999
2017010816  74  108  12  1.6  18  57
2017010817  -999  -999  -999  -999  -999  -999
2017010818  56  93  8  1.5  16  63
2017010819  52  91  9  2  22  66
2017010820  56  74  20  1.7  24  63
2017010821  59  83  22  1.7  18  59
2017010822  59  85  18  1.8  17  63
2017010823  66  95  21  1.8  16  61
2017010900  68  101  19  2.2  21  62
2017010901  48  81  40  1.3  12  44
2017010902  -999  -999  -999  -999  -999  -999
2017010903  -999  -999  -999  -999  -999  -999
2017010904  -999  -999  -999  -999  -999  -999
2017010905  -999  -999  -999  -999  -999  -999
2017010906  -999  -999  -999  -999  -999  -999
2017010907  64  93  54  1.3  18  30
2017010908  -999  -999  -999  -999  -999  -999
2017010909  -999  -999  -999  -999  -999  -999
2017010910  80  119  50  1.4  23  42
2017010911  90  132  49  1.5  26  51
2017010912  107  158  50  1.8  22  52
2017010913  115  178  57  1.8  19  51
2017010914  95  129  73  1.4  22  41
2017010915  -999  -999  -999  -999  -999  -999
2017010916  69  104  77  1.4  16  26
2017010917  73  106  71  1.4  17  35
2017010918  73  106  57  1.5  16  46
2017010919  80  122  49  1.5  16  58
2017010920  78  111  57  1.6  17  49
2017010921  78  118  56  1.5  17  47
2017010922  82  116  34  1.5  14  60
2017010923  88  125  21  1.5  23  71
2017011000  86  131  13  1.5  24  77
2017011001  80  138  7  1.6  16  78
2017011002  86  125  29  1.5  23  48
2017011003  -999  -999  -999  -999  -999  -999
2017011004  -999  -999  -999  -999  -999  -999
2017011005  -999  -999  -999  -999  -999  -999
2017011006  88  134  7  1.5  17  82
2017011007  84  138  9  1.5  14  82
2017011008  79  134  12  1.4  17  77
2017011009  72  126  13  1.4  19  77
2017011010  75  127  28  1.4  22  67
2017011011  71  114  57  1.4  20  47
2017011012  71  107  57  1.4  23  52
2017011013  69  112  67  1.4  26  41
2017011014  -999  -999  -999  -999  -999  -999
2017011015  -999  -999  -999  -999  -999  -999
2017011016  -999  -999  -999  -999  -999  -999
2017011017  -999  -999  -999  -999  -999  -999
2017011018  -999  -999  -999  -999  -999  -999
2017011019  84  136  59  1.5  17  48
2017011020  90  137  49  1.5  16  56
2017011021  96  151  21  1.5  18  85
2017011022  98  150  23  1.6  24  76
2017011023  101  161  11  1.6  22  88
2017011100  109  171  9  1.6  22  89
2017011101  107  153  43  1.8  25  54
2017011102  99  154  40  1.6  21  54
2017011103  57  95  63  1.3  17  39
2017011104  -999  -999  -999  -999  -999  -999
2017011105  -999  -999  -999  -999  -999  -999
2017011106  62  103  35  1.2  20  45
2017011107  59  107  25  1.2  24  53
2017011108  62  112  18  1.2  16  56
2017011109  65  124  17  1.3  18  62
2017011110  58  115  31  1.2  29  58
2017011111  48  92  59  1  31  42
2017011112  48  83  84  1  27  28
2017011113  48  92  81  1.2  24  38
2017011114  46  86  76  1.1  20  42
2017011115  46  93  68  0.9  22  47
2017011116  -999  -999  -999  -999  -999  -999
2017011117  -999  -999  -999  -999  -999  -999
2017011118  -999  -999  -999  -999  -999  -999
2017011119  51  109  33  1.1  17  90
2017011120  51  115  12  1.2  17  107
2017011121  52  138  7  1.3  17  110
2017011122  60  122  7  1.3  19  111
2017011123  53  130  6  1.3  12  111
2017011200  61  150  6  1.3  11  107
2017011201  41  111  6  1.2  9  104
2017011202  49  121  6  1.2  10  99
2017011203  42  108  6  1.3  12  96
2017011204  44  100  6  1.2  12  92
2017011205  46  94  6  1.2  15  87
2017011206  48  98  6  1.1  15  83
2017011207  53  95  6  1.1  15  79
2017011208  51  123  7  1.3  17  80
2017011209  66  142  8  1.5  12  79
2017011210  84  151  29  1.5  17  63
2017011211  85  145  64  1.4  19  46
2017011212  -999  -999  -999  -999  -999  -999
2017011213  -999  -999  -999  -999  -999  -999
2017011214  -999  -999  -999  -999  -999  -999
2017011215  -999  -999  -999  -999  -999  -999
2017011216  -999  -999  -999  -999  -999  -999
2017011217  55  97  97  1  13  37
2017011218  49  99  85  1  13  47
2017011219  54  110  50  1.1  13  75
2017011220  63  128  10  1.4  24  102
2017011221  71  135  8  1.6  24  96
2017011222  75  145  6  1.5  20  97
2017011223  60  130  8  1.5  15  91
2017011300  61  112  11  1.1  13  87
2017011301  56  110  11  1.1  13  82
2017011302  55  103  15  1  10  73
2017011303  -999  -999  -999  -999  -999  -999
2017011304  56  102  6  1.1  15  76
2017011305  -999  -999  -999  -999  -999  -999
2017011306  46  103  6  1.2  9  67
2017011307  48  101  6  1.3  6  68
2017011308  48  118  7  1.5  3  72
2017011309  64  137  8  1.5  14  74
2017011310  58  121  27  1.4  16  60
2017011311  61  104  49  1.1  13  50
2017011312  57  120  58  1.1  13  49
2017011313  52  103  73  1  12  43
2017011314  51  112  75  1  11  43
2017011315  50  110  84  0.9  11  39
2017011316  -999  -999  -999  -999  -999  -999
2017011317  -999  -999  -999  -999  -999  -999
2017011318  -999  -999  -999  -999  -999  -999
2017011319  62  143  22  1.2  22  100
2017011320  73  137  24  1  18  84
2017011321  -999  -999  -999  -999  -999  -999
2017011322  107  192  32  1.2  24  66
2017011323  85  162  45  1.3  19  51
2017011400  77  137  19  1.2  15  77
2017011401  45  106  31  1.1  14  60
2017011402  48  97  42  1  13  47
2017011403  51  91  47  1.1  13  41
2017011404  55  89  33  1.1  15  55
2017011405  47  86  31  1.1  17  58
2017011406  50  90  23  1.1  21  65
2017011407  49  76  22  1.1  24  60
2017011408  40  86  23  1.1  19  56
2017011409  27  71  42  0.9  25  39
2017011410  18  62  51  0.8  23  37
2017011411  9  46  59  0.8  22  36
2017011412  8  45  73  0.9  20  27
2017011413  4  33  84  0.6  10  16
2017011414  4  26  86  0.5  9  15
2017011415  -999  -999  -999  -999  -999  -999
2017011416  -999  -999  -999  -999  -999  -999
2017011417  -999  -999  -999  -999  -999  -999
2017011418  -999  -999  -999  -999  -999  -999
2017011419  16  45  64  0.6  9  42
2017011420  26  60  59  0.6  14  42
2017011421  22  53  51  0.6  8  43
2017011422  20  57  37  0.6  7  54
2017011423  17  55  38  0.6  6  51
2017011500  20  52  38  0.6  8  49
2017011501  19  56  41  0.6  7  41
2017011502  16  52  27  0.6  8  57
2017011503  18  56  12  0.7  10  72
2017011504  14  47  21  0.7  10  60
2017011505  11  40  38  0.6  9  39
2017011506  -999  -999  -999  -999  -999  -999
2017011507  4  33  40  0.5  7  37
2017011508  8  39  34  0.5  10  43
2017011509  6  31  47  0.5  11  34
2017011510  6  36  56  0.5  8  30
2017011511  8  35  63  0.5  8  27
2017011512  5  29  69  0.5  10  23
2017011513  -999  35  69  0.5  11  24
2017011514  3  32  69  0.6  10  24
2017011515  -999  -999  -999  -999  -999  -999
2017011516  -999  -999  -999  -999  -999  -999
2017011517  -999  -999  -999  -999  -999  -999
2017011518  6  53  45  0.6  7  44
2017011519  20  52  31  0.6  13  55
2017011520  9  48  26  0.6  6  58
2017011521  18  50  29  0.6  5  51
2017011522  18  58  15  0.6  7  66
2017011523  18  53  28  0.6  14  47
2017011600  21  51  27  0.6  17  50
2017011601  21  51  14  0.7  20  65
2017011602  28  62  6  0.7  13  71
2017011603  28  65  6  0.7  15  70
2017011604  19  68  6  0.7  15  69
2017011605  24  75  6  0.7  14  69
2017011606  17  56  6  0.7  12  69
2017011607  19  58  6  0.7  24  67
2017011608  -999  -999  -999  -999  -999  -999
2017011609  18  47  17  0.7  15  54
2017011610  12  61  28  0.8  18  50
2017011611  16  53  51  0.8  16  32
2017011612  27  85  44  0.8  30  43
2017011613  23  78  47  0.8  24  45
2017011614  26  71  52  0.8  17  44
2017011615  26  71  54  0.9  20  46
2017011616  25  74  53  0.9  16  48
2017011617  23  76  50  0.8  19  53
2017011618  24  73  40  0.8  22  62
2017011619  27  72  39  0.8  17  57
2017011620  27  80  24  0.8  18  72
2017011621  32  101  6  0.8  16  94
2017011622  29  98  6  0.7  12  91
2017011623  27  94  8  0.7  13  78
2017011700  15  46  39  0.6  9  39
2017011701  5  25  60  0.5  9  24
2017011702  5  32  60  0.5  11  25
2017011703  4  29  59  0.6  15  25
2017011704  -999  -999  -999  -999  -999  -999
2017011705  8  26  58  0.8  22  30
2017011706  9  27  55  0.9  21  30
2017011707  8  27  33  0.8  17  47
2017011708  16  61  11  0.8  14  74
2017011709  32  87  13  0.9  23  72
2017011710  35  102  14  1  32  74
2017011711  39  98  23  1  25  68
2017011712  26  69  54  1  20  43
2017011713  25  55  70  0.9  20  32
2017011714  34  73  65  0.9  20  38
2017011715  43  81  62  1  19  42
2017011716  50  93  48  1  24  60
2017011717  65  125  25  1.1  27  84
2017011718  63  126  23  1.2  25  85
2017011719  70  127  15  1.3  30  93
2017011720  75  147  12  1.4  37  91
2017011721  67  153  15  1.4  39  82
2017011722  80  133  20  1.3  32  70
2017011723  73  142  7  1.2  28  86
2017011800  70  140  6  1.1  24  84
2017011801  85  151  7  1  23  80
2017011802  76  119  19  1  15  63
2017011803  72  131  17  1  23  64
2017011804  74  130  11  1  39  72
2017011805  71  116  8  1  25  74
2017011806  69  102  8  1  21  70
2017011807  58  87  15  0.9  16  60
2017011808  39  65  29  0.9  10  47
2017011809  46  66  19  0.9  10  54
2017011810  40  60  23  0.9  12  54
2017011811  41  63  32  0.9  9  52
2017011812  33  60  38  0.9  6  50
2017011813  33  51  45  0.9  9  48
2017011814  -999  -999  -999  -999  -999  -999
2017011815  -999  -999  -999  -999  -999  -999
2017011816  -999  -999  -999  -999  -999  -999
2017011817  -999  -999  -999  -999  -999  -999
2017011818  -999  -999  -999  -999  -999  -999
2017011819  34  67  37  0.7  13  60
2017011820  41  63  34  0.8  11  60
2017011821  40  60  29  0.8  9  61
2017011822  34  58  44  0.8  13  45
2017011823  43  64  40  0.8  10  49
2017011900  48  74  37  0.8  10  48
2017011901  49  79  30  0.8  10  52
2017011902  59  89  21  0.9  9  59
2017011903  57  80  17  0.9  12  60
2017011904  -999  -999  -999  -999  -999  -999
2017011905  60  86  6  0.9  13  72
2017011906  63  95  6  0.9  14  67
2017011907  71  94  6  1  15  64
2017011908  70  106  6  1  15  61
2017011909  72  104  7  1  15  61
2017011910  82  104  8  1.1  12  65
2017011911  78  105  8  1.1  15  65
2017011912  83  124  15  1.1  18  67
2017011913  78  125  31  1.1  15  67
2017011914  75  125  41  0.8  12  58
2017011915  66  107  44  0.9  15  51
2017011916  51  100  45  1  13  50
2017011917  44  86  45  1  9  50
2017011918  44  75  41  1  9  48
2017011919  55  85  32  1  8  57
2017011920  62  92  35  1  8  51
2017011921  70  113  40  1  13  47
2017011922  96  186  69  1.2  22  36
2017011923  94  200  64  1.2  25  43
2017012000  89  180  55  1.2  32  45
2017012001  87  191  49  1.2  34  49
